"","web-scraper-order","web-scraper-start-url","handle","name","content","replies","retweets","favorites","unix_timestamp","published_date","url"
"878","1555289286-14474","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","EU won't be offering any negotiation if May loses. @SophieintVeld, MEP tells Newsnight: 
 ""we don't see by getting an extension, the solution would come closer, because solution cannot be found in negotiations between the EU and the UK. The solution has to be found within the UK""",8,"90","188",1.55e+12,2019-01-14 14:56:00,"/lisaocarroll/status/1084947392292630530"
"879","1555289286-14473","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Michael Gove in very robust interview on BBC Radio 4. 
""If people don't vote for the deal tonight, in the words of Jon Snow 'winter is coming'""",17,"8","17",1.55e+12,2019-01-15 00:25:00,"/lisaocarroll/status/1085090486405292033"
"880","1555289286-14472","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Great point - you could add or the influence Britain have on decisions in competition and investigations into companies like Facebook. Sources tell me Brits around the table on discussions will be massive loss, and good news for tech companies.https://twitter.com/JenniferMerode/status/1085091176053649408<U+00A0>¡¦",1,"10","11",1.55e+12,2019-01-15 00:57:00,"/lisaocarroll/status/1085098660336230400"
"881","1555289286-14471","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Why is Labour MP Kate Hoey sitting to the right of Northern Ireland MPs - independent Sylvia Hermon and DUP Nigel Dodds?pic.twitter.com/LUUXurPK6H",20,"10","24",1.55e+12,2019-01-15 05:23:00,"/lisaocarroll/status/1085165537087447040"
"882","1555289286-14470","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Northern Ireland's only non-DUP MP takes issue with attorney general Geoffrey Cox calling the backstop an ""instrument of pain"" both for the EU and the UK. Calls on him to explain his ""very strong language"". Calling out his melodrama over something so serious for future of NI",NA,"19","36",1.55e+12,2019-01-15 05:29:00,"/lisaocarroll/status/1085166996868743169"
"883","1555289286-14469","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Sylvia Hermon, the only non-DUP NI MP accusing Labour party of throwing N Ireland under a bus. 
Tells shadow solicitor general. ""By voting down the agreement - it¡¯s a clear signal that the Labour Party don¡¯t care about the Good Friday Agreement."" Nick Thomas-Symonds denies this",4,"34","60",1.55e+12,2019-01-15 06:07:00,"/lisaocarroll/status/1085176566647345152"
"884","1555289286-14468","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","1. Vintage Ken Clarke 
He is supporting the Withdrawal agreement as it is ""harmless"" exit paper ""before real negotiations"" start. Said it shd have taken ""two months to negotiate as obligations to EU citizens, the bill we owe and the Irish border were ""perfectly clear"" at start",2,"6","29",1.55e+12,2019-01-15 06:22:00,"/lisaocarroll/status/1085180333774045185"
"885","1555289286-14467","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","3. Ken Clarke tells MPs who are moaning about backstop that they must be ""suffering from form of paranoia to think the Irish backstop is some plot to keep the British"" in the EU.",2,"10","34",1.55e+12,2019-01-15 06:23:00,"/lisaocarroll/status/1085180725358284803"
"886","1555289286-14466","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Olly Robbins has been working on secret contingency plans for six different options if she loses tonighthttps://www.theguardian.com/politics/2019/jan/15/after-brexit-vote-no-10-plans-for-cross-party-talks-on-plan-b-options?CMP=share_btn_tw<U+00A0>¡¦",5,"18","14",1.55e+12,2019-01-15 06:25:00,"/lisaocarroll/status/1085181202309492736"
"887","1555289286-14465","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","4. Ken Clarke - revoke Article
""I advocate revoking Article 50 and then invoking it again )I shall vote against it again) invoke it again when we have some consensus"". 
Geoffrey Cox says he can't do that. Clarke defers to his legal authority - ""in that case we have to extend it""",4,"7","18",1.55e+12,2019-01-15 06:32:00,"/lisaocarroll/status/1085182947957780480"
"888","1555289286-14464","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""disgusting"" mutters SNP MP, when SNP Westminster leader expresses sympathy for EU citizens ""who are now having to register"". ""It is an abhorrence we are treating people on these islands on that basis""",7,"36","142",1.55e+12,2019-01-15 06:40:00,"/lisaocarroll/status/1085184955682963456"
"889","1555289286-14463","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","NEW: While Westminster debate continues Irish cabinet has today agreed to put forward one omnibus bill to speed no deal contingencies laws through. The 17 part bill will address everything from health to tax and justice. See screen grabpic.twitter.com/z5EUj6CFel",2,"23","22",1.55e+12,2019-01-15 09:22:00,"/lisaocarroll/status/1085225841380995072"
"890","1555289286-14462","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","NEW: Irish government says no deal impact on medicine significant
""There are approximately 4,000 medicines marketed in Ireland, of which 60-70% come from, or transit through, the UK"". Some may be vulnerable in no deal including those with short shelf life",2,"18","15",1.55e+12,2019-01-15 09:26:00,"/lisaocarroll/status/1085226843131822080"
"891","1555289286-14461","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Andrew Neil to Matt Hancock:  what¡¯s your Plan B? 
Hancock: To win the vote of confidence and then engage with senior parliamentarians on all sides of the house
Neil: So you don't have a Plan B
Hancock: We do, it's as we set out
Neil: No you didn't that's just process.",5,"17","61",1.55e+12,2019-01-15 11:53:00,"/lisaocarroll/status/1085263619040968705"
"892","1555289286-14460","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Yvette Cooper asks May to seek an immediate extension of Article 50",2,"36","64",1.55e+12,2019-01-15 11:53:00,"/lisaocarroll/status/1085263809537806336"
"893","1555289286-14459","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Juncker warns May: ""Time is nearly up"". Translation: Get your act togetherhttps://twitter.com/JunckerEU/status/1085263377411145728<U+00A0>¡¦",3,"12","17",1.55e+12,2019-01-15 11:55:00,"/lisaocarroll/status/1085264179861299200"
"894","1555289286-14458","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: 
DUP statement
""We will support the government in confidence vote"". Ends",29,"51","40",1.55e+12,2019-01-15 11:58:00,"/lisaocarroll/status/1085264947188256769"
"895","1555289286-14457","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Business despair: 
¡°We are nearly 2 months out from leaving EU, and firms still do not know basic information such as the processes they would need to comply with for day 1 of no deal. This alone makes letting  uncertainty carry on simply unacceptable.¡± - Institute of directors",2,"40","64",1.55e+12,2019-01-15 12:09:00,"/lisaocarroll/status/1085267805241573380"
"896","1555289286-14456","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Business despair 2: 
¡°It is the collective failure of our political leaders that, with only a few weeks to go, we are staring down the barrel of no deal,"" - Institute of Directors",1,"17","13",1.55e+12,2019-01-15 12:10:00,"/lisaocarroll/status/1085268052017627137"
"897","1555289286-14455","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Is it worth noting that the first working day after Brexit Day is April Fool's Day. Oh yes.",10,"75","320",1.55e+12,2019-01-15 14:05:00,"/lisaocarroll/status/1085296828323692544"
"898","1555289286-14454","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BARNIER - Now it's time for UK to come back and tell us next steps. (= all UK's fault)",4,"14","25",1.55e+12,2019-01-15 14:13:00,"/lisaocarroll/status/1085298993368846336"
"899","1555289286-14453","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Business in despair
3. The British Chambers of Commerce said there were ¡°no more words¡± to describe the frustration of businesses.

¡°Businesses will take a dim view of more shuttle diplomacy and last-minute bargaining, which have so far done nothing to end the political impasse.",2,"12","21",1.55e+12,2019-01-15 14:17:00,"/lisaocarroll/status/1085299884742377472"
"900","1555289286-14452","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Business in despair
Car industry
Mike Hawes, SMMT Chief Executive:
¡°The vote against the Brexit deal on the table brings us closer to the ¡®no deal¡¯ cliff edge that would be catastrophic for the automotive industry. All sides in parliament must work together to find a way forward""",3,"32","38",1.55e+12,2019-01-15 14:18:00,"/lisaocarroll/status/1085300154545160198"
"901","1555289286-14451","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Newsnight reporting 100 Labour MPs will pivot towards 2nd referendum tomorrow",7,"37","125",1.55e+12,2019-01-15 14:53:00,"/lisaocarroll/status/1085309038357856256"
"902","1555289286-14450","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","When David Davis tells Newsnight that when Irish farmers start to squeal then EU will react. They've already reacted - they have said they will compensate Ireland and agri minister in Dublin already been open about this...so not quite right",10,"50","182",1.55e+12,2019-01-15 15:02:00,"/lisaocarroll/status/1085311251008376832"
"903","1555289286-14449","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Photos not allowed in division but this is history.https://twitter.com/Bill_Esterson/status/1085257223301939200<U+00A0>¡¦",NA,"4","22",1.55e+12,2019-01-15 16:01:00,"/lisaocarroll/status/1085326161255849985"
"904","1555289286-14448","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Mairead McGuinness, deputy pres of Eu parliament - Ireland's insistence on backstop cannot be blamed for Brexit crisis

""We must not allow a narrative to evolve that this is an Irish problem and can be resolved by the backstop [being removed],"" she told Shannonside Radio.",1,"9","30",1.55e+12,2019-01-16 03:08:00,"/lisaocarroll/status/1085493939602370560"
"905","1555289286-14447","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Varadkar: ""We had a hard border between Ireland and N Ireland. I remember it well during the troubles and before the single market in 1993

""I remember the customs checks, I remember the 24 hour rule, I remember seeing soldiers, and I never want to see any of that ever again""",36,"411","1.1K",1.55e+12,2019-01-16 04:16:00,"/lisaocarroll/status/1085511066677858304"
"906","1555289286-14446","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Irish taoiseach -  it is up to Brexiters who rejected May plan to come up with Irish border solution in no deal.
""It is now for those who rejected [WA] to honour their commitment to us that there will be no hard border ...the ball is very much in their court, "" Varadkar",1,"19","41",1.55e+12,2019-01-16 04:23:00,"/lisaocarroll/status/1085512977908932609"
"907","1555289286-14445","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Varadkar:  ¡°We should never forget that Brexit is a British policy, that originated in Westminster, after months of negotiation we found a solution that has now been rejected by Westminster. The problem now lies there.¡±",1,"19","38",1.55e+12,2019-01-16 04:31:00,"/lisaocarroll/status/1085515003485130752"
"908","1555289286-14444","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Theresa May says she will reach out and listen...Barnier tells Britain the deal is the result of her red lines. 
Today: May says she will not abandon her red lines on customs unionhttps://www.theguardian.com/politics/live/2019/jan/16/brexit-vote-theresa-may-faces-no-confidence-vote-after-crushing-defeat?CMP=share_btn_tw&page=with:block-5c3f384ae4b058cfe6d9116a#block-5c3f384ae4b058cfe6d9116a<U+00A0>¡¦",8,"34","60",1.55e+12,2019-01-16 06:48:00,"/lisaocarroll/status/1085549265080995840"
"909","1555289286-14443","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","The Tory split: 

Anna Soubry: May ""has to rub out her red lines and work with everyone.""

Steve Baker: if she reneges on her promise in the manifesto on customs union, I can't call the size of the split in this party.",8,"13","41",1.55e+12,2019-01-16 08:14:00,"/lisaocarroll/status/1085571124795199489"
"910","1555289286-14442","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""Britain is a supertanker heading for the rocks"" - Confederation of British Industry interview.https://www.theguardian.com/politics/2019/jan/16/business-leaders-warn-of-supertanker-gb-heading-for-the-rocks?CMP=share_btn_tw<U+00A0>¡¦",NA,"17","12",1.55e+12,2019-01-16 08:34:00,"/lisaocarroll/status/1085575945791119361"
"911","1555289286-14441","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Former WTO DG  Pascal Lamy - Brexit is Brit problem. 

""I am independent person, I do not answer to any authorities. Let me say this. This is a British problem. The solution of how you exit politically, a bit, or much, politically, economically, this compromise is in your system""",2,"12","13",1.55e+12,2019-01-16 09:31:00,"/lisaocarroll/status/1085590388486881281"
"912","1555289286-14440","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","He was just interviewed on the BBC. 
""You have 3 thirds [in parliament] - one accepts the deal on the table; one third believe this is going to far; one third believe this is not going far enough
""This is not Brussels or Europe, this is not European problem.""",NA,"8","18",1.55e+12,2019-01-16 09:32:00,"/lisaocarroll/status/1085590636873633793"
"913","1555289286-14439","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","And this from Pascal Lamyhttps://twitter.com/DimitriosGian/status/1085592350146076672<U+00A0>¡¦",NA,"12","18",1.55e+12,2019-01-16 09:42:00,"/lisaocarroll/status/1085593151514075142"
"914","1555289286-14438","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Just brilliant stuff as usual from <U+2066>@MarinaHyde<U+2069> ¡°One of the most remarkable, and indeed excruciating, things about May has been her insistence on governing like she¡¯s got a landslide majority. Why has nobody told her?¡±https://www.theguardian.com/commentisfree/2019/jan/16/westminster-apocalypse-may-tories-opportunity<U+00A0>¡¦",3,"20","75",1.55e+12,2019-01-16 13:00:00,"/lisaocarroll/status/1085643020655984640"
"915","1555289286-14437","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BBC1 10 O'Clock News dumped for football. PM addressing the nation and it's switched to BBC2??? WHAT??
 Historic times and news is dumped? @BBCNews",49,"14","100",1.55e+12,2019-01-16 14:03:00,"/lisaocarroll/status/1085658718887280641"
"916","1555289286-14436","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Dominic Grieve - on Newsnight. ""There is something over 550, 560/570 out of 650 in the house of commons for whom no deal is unacceptable"".",5,"47","102",1.55e+12,2019-01-16 15:21:00,"/lisaocarroll/status/1085678423002021889"
"917","1555289286-14435","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","WTO and EU will require checks both in N Ireland and Ireland - Michael Lux, former EU customs boss.  Some businesses being advised to set up entities on both sides to avoid tariffs and onerous customs declarations for each border crossing.https://www.theguardian.com/politics/2019/jan/17/checks-on-both-sides-of-irish-border-mandatory-under-no-deal-brexit?CMP=share_btn_tw<U+00A0>¡¦",7,"42","25",1.55e+12,2019-01-16 23:44:00,"/lisaocarroll/status/1085805000410914816"
"918","1555289286-14434","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Audience member to MPs: you are the cause of the problem.https://twitter.com/bbcquestiontime/status/1086040212835352576<U+00A0>¡¦",3,"21","44",1.55e+12,2019-01-17 15:34:00,"/lisaocarroll/status/1086044171868299264"
"919","1555289286-14433","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Ian Paisley urged to repay charity ¡Ì6k for first-class flight to US for seminar on Good Friday Agreement. Irish deputy 
 PM also attended, but went economy Norwegian Air paid for by Irish govt. https://www.irishtimes.com/news/ireland/irish-news/ian-paisley-urged-to-repay-charity-for-first-class-flight-to-us-1.3763149#.XEJC9Uu0fwI.twitter<U+00A0>¡¦ via @IrishTimes",3,"39","55",1.55e+12,2019-01-18 13:21:00,"/lisaocarroll/status/1086372912486141952"
"920","1555289286-14432","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Car bomb in Derry around 8.30 last night. A bleak reminder of troubles, but also a reminder of how little Northern Ireland counts in London - as far as I can see not on any front pages.",81,"1.1K","2.9K",1.55e+12,2019-01-20 01:35:00,"/lisaocarroll/status/1086920052455194624"
"921","1555289286-14431","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BBC News: @bbcnews @MishalHusainBBC ""From tomorrow EU citizens in the UK will be able to apply for a new legal status allowing them to live and work here after Brexit"" 
Language has meaning 
1. ""able to apply"" shd be ""obliged to apply. 
2. after Brexit - Brexit has not happened.",15,"114","236",1.55e+12,2019-01-20 14:24:00,"/lisaocarroll/status/1087113753114619904"
"922","1555289286-14430","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","will be ""awarded by the Home Office""
""awarded"" ????",3,"12","65",1.55e+12,2019-01-20 14:25:00,"/lisaocarroll/status/1087114012456816640"
"923","1555289286-14429","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","EU citizens are legally here until the UK leaves the UK. Worth noting that in reporting this.",3,"10","66",1.55e+12,2019-01-20 14:27:00,"/lisaocarroll/status/1087114368637120514"
"924","1555289286-14428","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","FACT CHECK @bbcnews - just reported that on a German citizen born in Britain who ""has ¡Ì65 to pay to avoid being deported"". 
EU laws do not allow deportation of EU citizens unless there are reasons of public policy or public security",4,"28","73",1.55e+12,2019-01-20 14:30:00,"/lisaocarroll/status/1087115174438453248"
"925","1555289286-14427","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","What dreadful understanding of EU citizens rights.",4,"7","70",1.55e+12,2019-01-20 14:33:00,"/lisaocarroll/status/1087115977635127296"
"926","1555289286-14426","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","I spent a day with truck driver who went to Belgium to pick up frozen food and return to British shops via Calais. ¡°This is frictionless trade,¡± he says as we queue for a Q with 1,000 other lorries. This is not what you see on your to France  each summehttps://www.theguardian.com/politics/2019/jan/21/lorry-drivers-calais-brexit-frontline-no-deal-trade-queues?CMP=Share_iOSApp_Other<U+00A0>¡¦",2,"17","17",1.55e+12,2019-01-20 23:53:00,"/lisaocarroll/status/1087256755933978629"
"927","1555289286-14425","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","EU citizen registration in UK could become 'new Windrush', say migration expertshttps://www.theguardian.com/politics/2019/jan/21/eu-citizen-registration-in-uk-could-become-new-windrush-say-migration-experts?CMP=share_btn_tw<U+00A0>¡¦",5,"47","49",1.55e+12,2019-01-21 00:17:00,"/lisaocarroll/status/1087262983976308737"
"928","1555289286-14424","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","WOW - PIC OF THE DAYhttps://twitter.com/Hannahbella_nel/status/1087250844112875520<U+00A0>¡¦",NA,"51","215",1.55e+12,2019-01-21 00:37:00,"/lisaocarroll/status/1087267952691417088"
"929","1555289286-14423","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","I was in lane 155 in Calais. Truck driver told me there were as many as 519 lanes. Each holds 10 to 12 trucks. think a few more people need to get in a truck across channel to appreciate the sheer scale of daily operations. Nothing like this clear from any layman visit to Dover",NA,"14","32",1.55e+12,2019-01-21 02:34:00,"/lisaocarroll/status/1087297275725053952"
"930","1555289286-14422","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Sajid Javid says government is ""piloting a scheme to bring in workers from outside the EU"" to work in the soft berry industry, after being asked what post Brexit assurances he could give to berry farmers by Gillian Keegan, Tory MP, Chichester",154,"266","244",1.55e+12,2019-01-21 06:55:00,"/lisaocarroll/status/1087363097281601536"
"931","1555289286-14421","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","CBI statement - ¡°This is another bleak day for business."" 

""While the Govt¡¯s move to consult more widely is welcome ... the fundamentals have not changed. 

""Parliament remains in deadlock while the slope to a cliff edge steepens,"" Carolyn Fairbairn, CBI director-general.",6,"17","21",1.55e+12,2019-01-21 08:53:00,"/lisaocarroll/status/1087392666147610625"
"932","1555289286-14420","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Great scoop @faisalislam cross channel freight could collapse to 13% to 25% in worst case scenario, says Border Force leakhttps://twitter.com/faisalislam/status/1087425506931294209<U+00A0>¡¦",28,"195","231",1.55e+12,2019-01-21 11:25:00,"/lisaocarroll/status/1087430928790638593"
"933","1555289286-14419","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Are the Breixters for turning? Nadine Dorries, who has consistently supported no deal, tells Newsnight - after seeing the ""Kamikaze MPs"" who will do anything to stop Brexit - ""that we will support this deal to get it over the line, because every day here is a dangerous day""",20,"37","51",1.55e+12,2019-01-21 14:52:00,"/lisaocarroll/status/1087483147594489856"
"934","1555289286-14418","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Dairy farming on the Irish border. 2nd in our series on the Brexit frontline: ¡°If that falls through the milk will be subject to a 30% WTO dairy tariff. ¡°No way we could absorb that. It¡¯d be lights out.¡±¡± @rorycarrollhttps://gu.com/p/afzmm/stw",NA,"45","33",1.55e+12,2019-01-22 01:08:00,"/lisaocarroll/status/1087638075050741761"
"935","1555289286-14417","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","NEW: Brexit choking government - less than a fifth of 133 major projects  are being green lit, compared to a half in 2013 including HS2 which is now rated amber red - ""major risks or issues apparent"". 1/",3,"25","26",1.55e+12,2019-01-22 04:03:00,"/lisaocarroll/status/1087682035945259008"
"936","1555289286-14416","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""It's pretty obvious you will have a hard border"" on no deal - European Commission spokesman. First time EC been so explicit.https://www.theguardian.com/politics/blog/live/2019/jan/22/brexit-latest-news-developments-theresa-may-under-pressure-to-allow-ministers-free-vote-on-amendment-to-block-no-deal-politics-live?CMP=share_btn_tw&page=with:block-5c470c65e4b0197a614f7e17#block-5c470c65e4b0197a614f7e17<U+00A0>¡¦",2,"14","13",1.55e+12,2019-01-22 04:42:00,"/lisaocarroll/status/1087691854848643073"
"937","1555289286-14415","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Head of UK civil service says never pretended Brexit implementation is going to go swimmingly well. 
""I¡¯ve never shied away from the fact this is a complicated problem and I¡¯ve never pretended it¡¯s all going to go swimmingly well in the event of a no deal"" - John Manzoni",5,"22","20",1.55e+12,2019-01-22 04:44:00,"/lisaocarroll/status/1087692503179034624"
"938","1555289286-14414","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2019-04-14&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: One fifth of non-government projects including HS2 to big military projects now endangered by Brexit https://www.theguardian.com/politics/2019/jan/22/brexit-will-cost-civil-service-74m-a-year-in-staff-turnover-report?CMP=share_btn_tw<U+00A0>¡¦",NA,"9","13",1.55e+12,2019-01-22 04:58:00,"/lisaocarroll/status/1087695900649099265"
